iso3,quarter,split,actual,arima_pred,var_pred
NLD,2019Q3,val,2.6667947240363477,2.6679653994283075,2.610677912136747
NLD,2019Q4,val,1.612646712681709,2.66671729008688,2.590405282131492
NLD,2020Q1,val,1.3118983200151255,1.54289301921503,1.2147956250248273
NLD,2020Q2,val,1.1621023771692052,1.2946269799826453,1.0936103034414826
NLD,2020Q3,val,1.010321494277977,1.1514239808805955,1.0401476648378296
NLD,2020Q4,val,1.7529581168221453,0.9988157478602638,0.6125638862906517
NLD,2021Q1,test,2.006024283451846,1.8103158042575624,2.0459985927666935
NLD,2021Q2,test,2.165075454265475,2.0219792041946185,2.444359674232252
NLD,2021Q3,test,4.763374803198217,2.177247074595161,2.1549859367500277
NLD,2021Q4,test,7.444779425336856,5.029343421287193,4.227309247232669
NLD,2022Q1,test,8.956132606776457,8.096018178302387,7.323697550928158
NLD,2022Q2,test,12.26298495764626,9.296436484729986,9.827457601539793
NLD,2022Q3,test,11.25058934464873,13.658508459371474,14.614420343298022
NLD,2022Q4,test,6.619710244516974,10.748656488078364,11.752520804620787
NLD,2023Q1,test,5.641082953815224,4.8110220959676715,2.3349804537134977
NLD,2023Q2,test,2.572433608120095,6.217548290406372,2.8332412795110917
NLD,2023Q3,test,0.9681093394077632,0.9695315666960451,-2.2008888133475724
NLD,2023Q4,test,,0.9679980484575262,0.04622817430783477
NLD,2024Q1,test,,0.9679980484575262,0.3529489857677781
NLD,2024Q2,test,,0.9679980484575262,0.898413927037136
NLD,2024Q3,test,,0.9679980484575262,1.2063983712746689
NLD,2024Q4,test,,0.9679980484575262,1.0886800937283119
RUS,2019Q1,val,4.989059786471661,5.118290982907081,6.310612525153338
RUS,2019Q2,val,4.303348713168731,4.861470422260385,4.829047244072841
RUS,2019Q3,val,3.448808648305235,3.752300418151102,4.616043375312599
RUS,2019Q4,val,2.42739694850862,3.149134382467065,3.8185189002433537
RUS,2020Q1,val,3.112309593298379,1.7145708696768935,3.07376758339442
RUS,2020Q2,val,3.5354688682835977,4.492986590403168,5.005330875522046
RUS,2020Q3,val,4.438822466292458,2.589548868433872,3.237845782984512
RUS,2020Q4,val,5.548526403411236,6.265251904141631,5.730432537308754
RUS,2021Q1,test,6.015997643375948,4.90572429236725,6.024639720870802
RUS,2021Q2,test,6.856440969683453,6.93912689061962,5.610762899846348
RUS,2021Q3,test,8.31135601078772,6.78313306217177,9.118550914248782
RUS,2021Q4,test,11.55003944545012,9.607653939051222,7.941110872753671
RUS,2022Q1,test,,13.20462728726537,12.78387311377232
RUS,2022Q2,test,,13.20462728726537,9.522789091432484
RUS,2022Q3,test,,13.20462728726537,9.071383937512199
RUS,2022Q4,test,,13.20462728726537,11.319088735082584
RUS,2023Q1,test,,13.20462728726537,9.484292341770585
RUS,2023Q2,test,,13.20462728726537,
RUS,2023Q3,test,,13.20462728726537,
RUS,2023Q4,test,,13.20462728726537,
RUS,2024Q1,test,,13.20462728726537,
RUS,2024Q2,test,,13.20462728726537,
RUS,2024Q3,test,,13.20462728726537,
RUS,2024Q4,test,,13.20462728726537,
SAU,2019Q1,val,-2.7001862197392867,-4.563552754019441,-4.193398042340741
SAU,2019Q2,val,-1.820303383897326,-2.503109233161612,-2.393785844612692
SAU,2019Q3,val,-0.6260307630170714,-1.713577378898203,-1.0806687286942822
SAU,2019Q4,val,1.14514254460929,-0.4451774666880255,0.19699695476108187
SAU,2020Q1,val,0.960355434039606,1.4308788523840692,2.2715307931709856
SAU,2020Q2,val,6.010390845189972,0.8791675699342737,0.11129851642456584
SAU,2020Q3,val,5.629127857747673,6.758540653272042,7.142785581433831
SAU,2020Q4,val,5.306025887998933,5.526418712901998,7.927575415214582
SAU,2021Q1,test,5.697166649741048,5.281796258569641,5.448710531082529
SAU,2021Q2,test,0.4452416797462888,5.743442705994708,5.92933816196341
SAU,2021Q3,test,1.0613396607561,-0.06896785997943189,-0.2584470252511809
